@relation training

@attribute feat_1 numeric
@attribute feat_2 numeric
@attribute class {class_1,class_2,class_3}

@data
1.396114,0.076656,class_1
1.290237,0.078243,class_1
1.171363,0.076387,class_1
7.7102,2.041272,class_3
7.433521,1.652135,class_3
6.664964,1.678057,class_3
7.103562,1.755946,class_3
6.861776,1.51512,class_3
7.11402,1.843669,class_3
-0.562183,1.103809,class_1
-3.008391,0.776327,class_1
2.429603,0.537252,class_1
4.621889,0.211742,class_1
4.033688,0.539595,class_1
2.005069,0.758365,class_1
3.573743,1.054958,class_2
4.346453,1.086538,class_2
6.426912,0.532061,class_2
5.141146,0.639743,class_2
3.396307,1.091673,class_2
4.526346,1.136244,class_2
0.735904,0.111352,class_1
0.848872,0.43072,class_1
0.384307,0.553832,class_1
-0.162179,0.577995,class_1
0.768233,0.563184,class_1
0.451092,0.642737,class_1
-1.343737,0.087572,class_1
-1.286667,0.078392,class_1
-0.991942,0.079318,class_1
-1.086017,0.077597,class_1
-0.786707,0.070897,class_1
0.708819,0.958123,class_2
0.433376,0.857627,class_2
0.652354,0.968304,class_2
0.404643,0.95475,class_2
-0.414791,1.018556,class_2
0.325248,0.457061,class_1
4.677042,0.275158,class_1
1.352345,0.430919,class_1
3.352703,0.205072,class_1
1.7385,0.519306,class_1
6.300319,0.848695,class_1
1.715645,1.118098,class_1
0.105146,1.180939,class_1
1.377421,1.066528,class_1
0.11477,0.793206,class_1
0.887615,1.026769,class_1
7.661723,3.352885,class_3
7.521237,2.926782,class_3
7.427675,3.282595,class_3
7.401452,3.767705,class_3
7.211028,3.32173,class_3
7.474593,3.403192,class_3
6.515371,2.060685,class_3
6.747736,2.132447,class_3
7.440971,2.592667,class_3
7.036712,1.934375,class_3
7.054061,2.30959,class_3
7.481187,2.790597,class_3
-3.094748,0.270592,class_1
-3.176134,0.30788,class_1
-3.352593,0.168148,class_1
-2.443087,0.192329,class_1
-3.349889,0.301803,class_1
-3.203618,0.431647,class_2
-3.313763,0.18924,class_2
-2.53993,0.263331,class_2
-1.508538,0.290837,class_2
-1.376163,0.171914,class_2
8.296562,4.929671,class_3
6.895125,2.68577,class_3
8.050628,4.419432,class_3
7.024878,3.242596,class_3
7.990103,5.099175,class_3
7.211943,3.715658,class_3
0.317141,0.175563,class_1
-2.52057,0.0833,class_1
-1.708812,0.092285,class_1
-1.766859,0.079108,class_1
-2.667265,0.076315,class_1
-2.685237,0.0858,class_1
5.461362,0.92076,class_2
0.532591,0.922335,class_2
0.090695,1.088385,class_2
0.531216,0.92783,class_2
-1.025825,0.176632,class_2
-1.406969,0.682988,class_2
4.731312,0.081892,class_1
4.783265,0.084947,class_1
4.851865,0.083674,class_1
4.875012,0.088828,class_1
4.790472,0.084763,class_1
4.86136,0.088222,class_1
1.062785,0.393209,class_2
1.356978,0.552717,class_2
2.288873,0.747898,class_2
2.763372,0.690572,class_2
2.64751,0.856878,class_2
1.791252,0.718371,class_2
-0.80398,0.215166,class_1
0.231345,0.086492,class_1
-0.169252,0.08914,class_1
-1.741855,0.126146,class_1
0.529075,0.078714,class_1
0.241419,0.084059,class_1
-0.706486,1.19367,class_1
-0.472571,1.348513,class_1
-2.561355,1.229915,class_1
-1.400591,1.218924,class_1
-1.334666,1.120399,class_1
-2.051948,1.011293,class_1
1.359054,0.482808,class_3
-0.017453,0.948277,class_3
-0.534398,0.92416,class_3
0.560089,0.859119,class_3
0.028767,0.767418,class_3
-0.040515,0.706813,class_3
-0.970428,0.191469,class_1
0.139989,0.256924,class_1
1.314012,0.170409,class_1
1.076497,0.172292,class_1
0.58615,0.213596,class_1
-0.440372,0.206999,class_1
8.695946,1.069456,class_3
8.709544,1.185733,class_3
8.647109,1.231685,class_3
8.697355,1.196766,class_3
8.844996,1.249298,class_3
5.478453,0.112074,class_1
1.812721,0.181488,class_1
1.739177,0.104259,class_1
2.336334,0.086197,class_1
2.773982,0.100456,class_1
2.62065,0.095705,class_1
1.503888,0.238485,class_2
4.714016,1.736005,class_2
4.131787,1.002573,class_2
2.685743,1.317928,class_2
5.38,0.781356,class_2
0.484022,1.174503,class_2
9.124676,1.583195,class_3
9.452337,2.40867,class_3
9.393875,2.288096,class_3
9.330973,2.470437,class_3
9.311914,2.521617,class_3
9.225428,2.51563,class_3
4.133317,0.394872,class_1
-0.882826,0.107293,class_1
-0.879855,0.529384,class_1
-0.680164,0.387862,class_1
-0.358357,0.38698,class_1
-0.205421,0.522698,class_1
5.007472,0.087682,class_1
5.743967,0.081444,class_1
5.18343,0.084865,class_1
5.41187,0.085549,class_1
5.724324,0.096218,class_1
-5.561256,0.221068,class_1
-6.814096,0.094515,class_1
-8.785964,0.091981,class_1
-8.540747,0.08746,class_1
-1.738438,0.098227,class_1
-0.116102,0.09249,class_1
5.720145,1.479438,class_1
2.952491,1.093852,class_1
3.211179,0.992214,class_1
2.888502,0.678199,class_1
4.152243,0.361932,class_1
2.085041,0.627433,class_1
5.776577,0.163197,class_3
5.698857,0.189903,class_3
5.527028,0.183222,class_3
5.433876,0.176403,class_3
5.026058,0.199972,class_3
-0.478699,0.210268,class_1
0.408747,0.164188,class_1
-0.163112,0.183135,class_1
0.123492,0.150194,class_1
0.454606,0.139918,class_1
8.181849,1.683046,class_3
8.488557,1.97876,class_3
8.291718,1.408151,class_3
7.806237,1.519289,class_3
7.970744,1.417221,class_3
7.831676,1.608861,class_3
3.517688,0.111931,class_1
6.130234,0.084762,class_1
6.472007,0.107734,class_1
0.184159,0.087817,class_1
3.496873,0.093961,class_1
5.446522,0.09601,class_1
5.129629,0.678981,class_1
4.607381,0.873092,class_1
3.988981,0.769163,class_1
6.532768,0.16783,class_1
2.694252,0.411304,class_1
2.545495,0.266423,class_1
5.219639,0.747949,class_2
4.865482,0.257043,class_2
3.589186,1.334009,class_2
3.476557,1.151495,class_2
2.975241,1.100452,class_2
3.19294,1.048157,class_2
3.504874,0.557154,class_2
-0.071617,0.149047,class_2
0.438602,0.204498,class_2
0.057212,0.168113,class_2
0.376013,0.271425,class_2
4.454326,0.91061,class_2
4.545819,0.616995,class_1
4.868624,1.144596,class_1
6.60635,1.235077,class_1
2.678338,0.490819,class_1
-1.980244,0.512531,class_1
0.626941,0.639797,class_1
5.835969,0.091488,class_1
5.798685,0.105876,class_1
6.211457,0.088139,class_1
5.402887,0.110614,class_1
3.497669,0.090353,class_1
3.447973,1.840417,class_2
2.259198,1.412976,class_2
0.748281,1.826526,class_2
0.075836,1.436095,class_2
0.83114,1.074466,class_2
2.732207,1.199428,class_2
-1.446008,0.145255,class_1
-1.545081,0.133025,class_1
-1.165776,0.163916,class_1
-0.918161,0.153066,class_1
0.30559,0.169115,class_1
1.480488,0.222742,class_1
0.403464,2.162929,class_1
0.50471,2.36087,class_1
-0.161838,2.349393,class_1
-0.800939,2.377569,class_1
-1.689336,1.825557,class_1
0.176858,2.113873,class_1
4.867443,0.244871,class_3
4.668746,0.349395,class_3
5.454611,0.254832,class_3
5.129056,0.327501,class_3
5.483492,0.324662,class_3
5.740951,0.206036,class_3
1.420746,0.229284,class_1
1.264252,0.375578,class_1
0.481557,0.335452,class_1
1.183775,0.711949,class_1
0.689677,0.993377,class_1
7.644587,1.375453,class_3
8.292477,1.609688,class_3
8.065657,1.973336,class_3
8.620523,1.90438,class_3
8.553808,1.988288,class_3
8.071447,1.234023,class_3
8.741972,0.823105,class_3
8.778344,0.831533,class_3
8.555177,0.767459,class_3
8.797091,0.714079,class_3
8.626329,0.694343,class_3
2.951962,0.876858,class_2
0.319999,0.92904,class_2
-0.828564,0.925056,class_2
-1.600225,1.205976,class_2
-1.764538,1.172845,class_2
-1.828607,0.995889,class_2
-1.516399,1.328622,class_1
-0.291088,1.202629,class_1
-1.826026,1.371102,class_1
-0.063906,1.481992,class_1
-0.409239,1.345926,class_1
2.692828,1.130982,class_2
1.390828,1.248533,class_2
2.063583,0.998509,class_2
4.412303,1.11831,class_2
3.937783,0.67566,class_2
3.22505,1.178174,class_2
1.638334,0.084105,class_1
1.477126,0.092222,class_1
0.824631,0.08231,class_1
0.775413,0.083714,class_1
1.503192,0.086672,class_1
1.527772,0.94989,class_2
2.06042,0.692484,class_2
1.967887,0.895595,class_2
1.064659,0.922431,class_2
2.666553,1.157162,class_2
6.260906,0.688901,class_1
1.607303,0.826439,class_1
-1.261827,0.900821,class_1
-1.048034,0.788717,class_1
-1.468794,0.686211,class_1
-0.951105,0.820049,class_1
2.299407,0.186489,class_3
3.34838,0.164611,class_3
2.564729,0.161376,class_3
2.208829,0.182133,class_3
2.746488,0.175019,class_3
-2.086034,0.132063,class_1
-1.799145,0.167294,class_1
-1.610356,0.172985,class_1
-1.691551,0.187721,class_1
-1.583831,0.180486,class_1
0,0,class_1
8.515729,1.315825,class_3
8.186633,1.04011,class_3
8.054207,0.980878,class_3
7.960471,0.981572,class_3
8.230786,1.219004,class_3
7.960078,0.820331,class_3
-0.459789,0.903386,class_2
-1.11706,1.052652,class_2
-1.111472,0.757719,class_2
-0.939092,0.942641,class_2
-1.243015,0.790954,class_2
0,0,class_2
0.612071,0.229779,class_1
1.721426,0.271528,class_1
0.884573,0.298217,class_1
-1.808601,0.541932,class_1
-3.337191,0.698645,class_1
-2.302407,0.556608,class_1
1.752381,0.549892,class_2
2.212754,0.864159,class_2
2.729818,0.754918,class_2
2.732569,0.825669,class_2
2.445325,0.778424,class_2
0.160353,0.857933,class_2
3.084269,0.081068,class_1
2.45307,0.08345,class_1
1.825085,0.083617,class_1
6.582324,0.128287,class_1
8.253007,0.178192,class_1
4.626462,1.822962,class_1
3.573462,0.795251,class_2
1.41659,0.856525,class_2
0.831996,0.151247,class_2
2.578515,0.118396,class_2
8.31647,1.452113,class_2
3.028008,0.878079,class_2
-1.480311,0.086343,class_1
-1.505577,0.080229,class_1
-1.468577,0.085755,class_1
-1.746396,0.08017,class_1
-1.837304,0.089375,class_1
-0.578798,0.3201,class_1
-2.25009,0.194377,class_1
-1.848022,0.203563,class_1
0.202617,0.139218,class_1
-0.250469,0.136513,class_1
0.860118,0.090764,class_1
4.60284,1.209131,class_1
0.494665,0.655427,class_1
-1.202287,0.865143,class_1
-0.802745,0.686754,class_1
-1.12278,0.853558,class_1
0.24923,0.956167,class_1
1.384345,0.97669,class_1
7.116963,0.562283,class_1
7.332021,1.927335,class_1
4.630919,0.179009,class_1
-0.35952,0.429358,class_2
1.865959,0.439213,class_2
4.614018,0.189505,class_2
0.913301,0.428597,class_2
3.352012,0.156721,class_2
-0.775975,0.115038,class_2
6.215756,0.906246,class_2
-1.702385,0.090538,class_2
3.854908,0.83474,class_2
6.257257,0.635944,class_2
3.844609,0.473237,class_2
1.611796,0.158656,class_2
0.028961,0.649758,class_2
1.832225,0.487663,class_2
6.121385,1.295845,class_2
3.679051,1.463034,class_2
1.9495,1.534823,class_2
3.811539,1.657897,class_2
4.795785,0.224878,class_2
6.203081,0.220023,class_2
3.388872,0.143188,class_2
2.941492,0.639953,class_2
5.38379,1.7193,class_2
6.465769,0.464394,class_2
0.30335,0.667822,class_2
-0.292849,0.760863,class_2
1.261803,0.76221,class_2
6.407622,1.669908,class_2
0.582544,0.089537,class_2
1.855022,0.116205,class_2
-1.410161,0.086399,class_2
2.201774,0.877683,class_1
2.083142,0.689878,class_1
0.560454,0.88962,class_1
3.235864,0.688853,class_1
4.406955,0.504805,class_1
1.823159,0.788193,class_1
5.298275,1.36527,class_1
6.62173,0.082566,class_1
6.757497,0.082262,class_1
6.810725,0.086438,class_1
7.094169,0.082364,class_1
2.977015,0.109028,class_1
-1.156352,0.086184,class_1
-0.973834,0.609701,class_2
-2.132548,0.993267,class_2
-2.633198,1.123837,class_2
-1.526578,1.002851,class_2
-2.015609,1.092127,class_2
-1.016149,1.074789,class_2
-6.003149,0.1571,class_1
-6.465237,0.151764,class_1
-6.345071,0.156183,class_1
-2.454778,0.145955,class_1
-3.01304,0.141317,class_1
3.863176,0.106809,class_1
-2.753804,1.920897,class_3
-2.978557,2.453829,class_3
-3.342033,2.52534,class_3
-3.393004,2.614684,class_3
-3.339608,2.663584,class_3
-3.378713,2.476087,class_3
-5.72519,0.109587,class_3
-5.771604,0.100753,class_3
-5.394672,0.12424,class_3
-4.690945,0.111242,class_3
-4.132831,0.114594,class_3
4.436622,0.235868,class_1
3.307151,0.265755,class_1
2.73067,0.217711,class_1
3.68025,0.67244,class_1
2.751954,0.228976,class_1
